UF,CÓDIGO DO MUNICÍPIO,MUNICÍPIO,CNES,NOME FANTASIA,TIPO NOVO DO ESTABELECIMENTO,TIPO DO ESTABELECIMENTO,SUBTIPO DO ESTABELECIMENTO,GESTÃO,CONVÊNIO SUS,CATEGORIA NATUREZA JURÍDICA,SERVIÇO,SERVIÇO CLASSIFICAÇÃO,SERVIÇO - AMBULATORIAL SUS,SERVIÇO - AMBULATORIAL NÃO SUS,SERVIÇO - HOSPITALAR SUS,SERVIÇO - HOSPITALAR NÃO SUS,NO_LOGRADOURO,NU_ENDERECO,NO_COMPLEMENTO,NO_BAIRRO,CO_CEP,NU_TELEFONE,NU_LATITUDE,NU_LONGITUDE,NO_EMAIL,NO_URL
RJ,330580,TERESOPOLIS,2297728,CENTRO DE ATENDIMENTO MATERNO INFANTIL,016 AMBULATORIO,04 POLICLINICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AV LUCIO MEIRA,379,,VARZEA,25955000,(21)27427940,-22.4077760,-42.9656885,secsaudeter@uol.com.br,
RJ,330455,RIO DE JANEIRO,2280248,SMS HOSPITAL MATERNIDADE CARMELA DUTRA AP 32,007 CENTRO DE ASSISTENCIA OBSTETRICA E NEONATAL NORMAL,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI,Sim,Não,Sim,Não,RUA AQUIDABA,1037,,LINS DE VASCONCELOS,20720292,(21) 31116766,-22.9110,-43.2907,hmatcdutra@rio.rj.gov.br,
CE,230550,IGUATU,2675625,CEMEAR,016 AMBULATORIO,36 CLINICA/CENTRO DE ESPECIALIDADE,009 OUTROS,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA JOSE MENDONCA,998,,CENTRO,63500230,088-35812379,-6.361124,-39.2946728,,
SC,420910,JOINVILLE,2511517,UBSF COMASA,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,PONTE SERRADA,0,ESQ MARACUJA,COMASA,89228270,(47) 31452450,-26.307419134482174,-48.84590148925781,ubsfcomasa@gmail.com,
CE,230630,ITAPAJE,2562154,HOSP MATERN JOAO FERREIRA GOMES,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AVENIDA ANTONIO PEREIRA DE MELO,S/N,,CENTRO,62600000,33460000,-3.6815023500215545,-39.58917438983917,hospitaldeitapaje2014@hotmail.com,
MG,314520,NOVA SERRANA,2143801,HOSPITAL SAO JOSE DE NOVA SERRANA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Sim,Sim,Sim,ZACARIAS GUIMARAES,500,,LARANJEIRAS,35520226,37-3228.2800,-19.881279636613442,-44.97832775115967,hsjns@digimaster.com.br,
PB,250890,MAMANGUAPE,7666772,HOSPITAL GERAL DE MAMANGUAPE,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,WALFRIDO DE ALMEIDA,S/N,RUA,AREAL,58280000,,-6.839041796407209,-35.138611793518066,,
MT,510320,COLIDER,3790347,CAPS ALEGRIA DO VIVER,017 UNIDADE DE ATENCAO PSICOSSOCIAL,70 CENTRO DE ATENCAO PSICOSSOCIAL,001 CAPS I,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,AVENIDA DAURI RIVA,25,PREDIO,CENTRO,78500000,(66) 9965-1321,-10.801059105854728,-55.45718193054199,caps@colider.mt.gov.br,https://www.colider.mt.gov.br/
MG,316250,SAO JOAO DEL REI,2173565,HOSPITAL NOSSA SENHORA DAS MERCES,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,PRACA BARAO DE ITAMBE,31,,CENTRO,36300134,(32)33792800,-21.1338784,-44.2630199,hnsm.adm@mgconecta.com.br,
CE,230020,ACARAU,5506298,CENTRO DE ATENCAO PSICOSSOCIAL DE ACARAU,016 AMBULATORIO,70 CENTRO DE ATENCAO PSICOSSOCIAL,002 CAPS II,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,TRAV PADRE ANTONIO TOMAS,S/N,,CENTRO,62580000,(88)988819608,-2.886409689081813,-40.115482807159424,CAPS2ACARAU@GMAIL.COM,
SC,421730,SAUDADES,2540304,POSTO DE SAUDE SEDE DE SAUDADES,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AVENIDA INDEPENDENCIA,401,,CENTRO,89868000,(49) 3334-0233,-26.92379179781724,-53.00761699676514,saude@saudades.sc.gov.br,
SP,350950,CAMPINAS,2079798,HOSPITAL DAS CLINICAS DA UNICAMP DE CAMPINAS,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA VITAL BRASIL,251,,BARAO GERALDO,13024500,(19)37888008,-22.905965260395842,-47.06392765045166,shc@hc.unicamp.br,
RS,431490,PORTO ALEGRE,2237822,HOSPITAL MATERNO INFANTIL PRESIDENTE VARGAS,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,INDEPENDENCIA,661,,INDEPENDENCIA,90035076,(51)32893000,-30.0293456,-51.2149528,alessandroff@portoalegre.rs.gov.br,
RS,431490,PORTO ALEGRE,2237571,HOSPITAL NOSSA SENHORA DA CONCEICAO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PRIVADO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AV FRANCISCO TREIN,596,,CRISTO REDENTOR,91350200,51 33572000,-30.0160995761671,-51.15863084793091,faturamento@ghc.com.br,www.ghc.com.br
SP,352900,MARILIA,2025507,HOSPITAL DAS CLINICAS HCFAMEMA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,DOUTOR REINALDO MACHADO,255,,FRAGATA,17519080,(14)34021824,-22.130291,-49.562181,superintendencia@hc.famema.br,
RR,140060,SAO LUIZ,2320800,HOSPITAL FRANCISCO RICARDO DE MACEDO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AVENIDA MACAPA,S/N,,CENTRO,69370000,95 98405-4155,1.0161647,-60.0460994,hfrm@autlook.com,
PI,220290,CORRENTE,2777770,H R DR JOAO PACHECO CAVALCANTE,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA ANTONIO NOGUEIRA DE CARVALHO,S/N,,CENTRO,64980000,(86)5731465,-10.4398286,-45.166064,,
MT,510776,SANTA RITA DO TRIVELATO,6321070,CENTRO MUNICIPAL DE SAUDE DE SANTA RITA DO TRIVELATO,016 AMBULATORIO,73 PRONTO ATENDIMENTO,001 PRONTO ATENDIMENTO GERAL,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA MOROCO,S/N,,CENTRO,78445000,65 3529 6240,-13.812201583595966,-55.27599334716797,,
ES,320530,VITORIA,4044916,HOSPITAL UNIVERSITARIO CASSIANO ANTONIO MORAES HUCAM,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,PRIVADO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AV MARECHAL CAMPOS,1355,,SANTA CECILIA,29043260,(27)33357415,-20.3001095,-40.3203982,sras.hucam@ebserh.gov.br,www.ebserh.gov.br/web/hucam-ufes
PB,250970,MONTEIRO,2336812,HOSPITAL DISTRITAL SANTA FILOMENA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA EPAMINONDAS AZEVEDO,S/N,,CENTRO,58500000,(83) 3351 2145,-7.893415314513676,-37.12061405181885,hrsfmonteiro@hotmail.com,https://paraiba.pb.gov.br/diretas/saude
GO,520540,CERES,5444322,UNIDADE BASICA DE SAUDE VILA PEDROSA,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,AV INDUSTRIAL QDL LT01,2,,VILA PEDROSA,76300204,( ),-15.308401215896271,-49.59052562713623,,
AM,130420,TEFE,7393350,CENTRO DE TESTAGEM E ACONSELHAMENTO CTA TEFE,013 POLO DE PREVENCAO DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE,36 CLINICA/CENTRO DE ESPECIALIDADE,009 OUTROS,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA MARECHAL DEODORO,660,COMPLEXO SAO MIGUEL,CENTRO,69550133,,-3.3492214839285763,-64.70782041549683,semsatefe@saude.am.gov.br,
MG,313330,ITAOBIM,2139073,HOSPITAL VALE DO JEQUITINHONHA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,R MINAS NOVAS,387,,SAO JORGE,39625000,(33)37342598-1158,-16.556404467657938,-41.5079140663147,hvjhospital@yahoo.com.br,
MT,510267,CAMPO VERDE,7062605,CENTRO DE ATENCAO INTEGRAL A SAUDE DA MULHER E DA CRIANCA,016 AMBULATORIO,36 CLINICA/CENTRO DE ESPECIALIDADE,009 OUTROS,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Sim,AVENIDA PRESIDENTE JOAO GOULART,S/N,,JARDIM CAMPO VERDE,78844560,6634194317,-15.55414914253706,-55.15617370605469,,
MA,210300,CAXIAS,2453665,MATERNIDADE CARMOSINA COUTINHO,006 HOSPITAL,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI,Sim,Não,Sim,Não,AVENIDA VALTER BRITO,S/N,,CAMPO DE BELEM,65609070,(99) 3521-1297,-4.8737219,-43.3707915,saudecpd31@gmail.com,
SP,354780,SANTO ANDRE,2025744,CENTRO MEDICO DE ESPECIALIDADES REFERENCIA EM INFECTOLOGIA,016 AMBULATORIO,36 CLINICA/CENTRO DE ESPECIALIDADE,009 OUTROS,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA PAULO NOVAIS,501,,VILA VITORIA,9172420,(11) 4422-4809,-23.6515638,-46.546212,aolima@santoandre.sp.gov.br,
PE,261160,RECIFE,20516,US 167 POLICLINICA E MATERNIDADE PROFESSOR BARROS LIMA,007 CENTRO DE ASSISTENCIA OBSTETRICA E NEONATAL NORMAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,AV NORTE MIGUEL ARRAES DE ALENCAR,6465,,CASA AMARELA,52070660,(81) 3355-2167-2169,-8.0198029,-34.926056,direcaobarroslima@yahoo.com.br,
RS,431710,SANTANA DO LIVRAMENTO,2248220,SANTA CASA DE MISERICORDIA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,MANDUCA RODRIGUES,295,,CENTRO,97573560,,-30.890017004611195,-55.53792715072632,,
MG,312800,GUANHAES,2144530,HOSPITAL REGIONAL IMACULADA CONCEICAO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA CAPITAO BERNARDO,257,,CENTRO,39740000,(33)34211747,-18.768521,-42.931212,hic@hic.org.br,
SP,353620,PARIQUERA-ACU,2077434,HOSPITAL DR LEOPOLDO BEVILACQUA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA DOS EXPEDICIONARIOS,140,,CENTRO,11930000,(13)38569600,-24.714010632227268,-47.88090705871582,consaude@consaude.org.br,
MG,315670,SABARA,7009488,SABARA AMB DE REF DOENCAS INFEC E PARASITARIA SAE CTA,018 UNIDADE DE APOIO DIAGNOSTICO,36 CLINICA/CENTRO DE ESPECIALIDADE,009 OUTROS,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA FRANCISCO DE ASSIS PEREIRA,191,,CENTRO,34545790,31 36745267,-19.8884167,-43.8081811,semusa@sabara.mg.gov.br,
RS,431870,SAO LEOPOLDO,2232022,HOSPITAL CENTENARIO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AV THEODOMIRO PORTO DA FONSECA,799,,FIAO,93020645,(51) 35911400,-29.7765,-51.1483,administracao@hospitalcentenario.com.br,www.hospitalcentenario.com.br
PA,150160,BONITO,2793830,USF DE SANTO ANTONIO DO CUMARU,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,VILA SANTO ANTONIO DO CUMARU,S/N,,CENTRO,68645000,,-1.4010248929536324,-47.3331356048584,,
SP,353870,PIRACICABA,135062,UPA VILA CRISTINA NOVA PIRACICABA,008 PRONTO ATENDIMENTO,73 PRONTO ATENDIMENTO,003 UPA,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA DONA ANESIA,0,,JARAGUA,13401270,19 3434-2296,-22.741213399531283,-47.66741519092773,upavilacristina@piracicaba.sp.gov.br,
CE,230560,INDEPENDENCIA,9689508,CENTRO DE ATENCAO PSICOSICAL DE INDEPENDENCIA CAPS,017 UNIDADE DE ATENCAO PSICOSSOCIAL,70 CENTRO DE ATENCAO PSICOSSOCIAL,001 CAPS I,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA DIOLINA ALVES DE OLIVEIRA,612,,SANTA RITA,63640000,,-5.389601,-40.302004,,
MG,315430,RESPLENDOR,2168731,HOSPITAL NOSSA SENHORA DO CARMO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA MORAIS DE CARVALHO,333,,CENTRO,35230000,(33)32631166,-19.32600646679925,-41.25499248504639,hospitalr.resplendor@saocamilosaude.com.br,
MA,211120,SAO JOSE DE RIBAMAR,5997445,UNIDADE BASICA ALONSO COSTA,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA SOL NASCENTE,S/N,,VILA ALONSO COSTA,65124396,32246827,-2.4901455214437203,-44.205950764405614,sms.sjribamar@ig.com.br,
BA,292740,SALVADOR,4170,MATERNIDADE TSYLLA BALBINO,006 HOSPITAL,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,LADEIRA DE QUINTAS,S/N,,QUINTAS,40300315,31162096,-12.962499091393243,-38.4916090965271,sesab.mtbalbino@saude.ba.gov.br,
SC,421930,VIDEIRA,9040897,VIGILANCIA EPIDEMIOLOGICA,016 AMBULATORIO,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,ANTONIO FERLIN,550,,SAO CRISTOVAO,89562082,,-26.9968518399875,-51.14938259124756,,
AM,130290,MAUES,2018144,HOSPITAL DE MAUES DONA MUNDIQUINHA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,ESTRADA MIRI MORAES,S/N,PREDIO,MARIO FONSECA,69193234,(92)35421282,-3.3890423514090373,-57.708842754364014,decavsemsa@gmail.com,
SP,350600,BAURU,7637160,CASA DA MULHER,016 AMBULATORIO,04 POLICLINICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,AVENIDA NACOES UNIDAS,2728,,VL NOVA CIDADE UNIVE,17012202,32348795,-22.334277715420257,-49.05528545379639,,
CE,231140,QUIXERAMOBIM,2565560,UNIDADE BASICA DE SAUDE BENTO CORREIA DE ALBUQUERQUE,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,DISTRITO DE ENCANTADO,S/N,,ZONA RURAL,63800000,93565621,-5497,-39305,saudequixbimdiscovernet.com.br,
SP,351300,COTIA,2792141,HOSPITAL REGIONAL DE COTIA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AV DR ODAIR PACHECO PEDROSO,171,,JARDIM MONTE SANTO,6717200,(11) 4148-9070,-23.60855045,-46.92025838808647,secretaria@hrc.org.br,
DF,530010,BRASILIA,10596,CEDIN,016 AMBULATORIO,36 CLINICA/CENTRO DE ESPECIALIDADE,009 OUTROS,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,EQS SUL 508 509,1,AVENIDA W3 SUL,ASA SUL,70351580,(61)32449406,-15.814200936933346,-47.90786862373352,gerenciahospitaldia@saude.df.gov.br,
PR,410690,CURITIBA,15563,HOSPITAL INFANTIL PEQUENO PRINCIPE,006 HOSPITAL,07 HOSPITAL ESPECIALIZADO,001 PEDIATRIA,DUPLA,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Sim,Sim,Sim,IGUACU,1472,TERREO,AGUA VERDE,80240031,41 33101118,-25.444360714299794,-49.27594408962177,CONTABILIDADE@HPP.ORG.BR,
ES,320060,ARACRUZ,2769956,UNIDADE BASICA DE SAUDE DE VILA RICA,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA TIBURCIO ALVES DA COSTA,S/N,,VILA RICA,29194104,(27) 3270-7961,-19.82060,-40.27736,semsa.vrica@aracruz.es.gov.br,
MG,315990,SANTO ANTONIO DO AMPARO,2192128,SANTA CASA DE SANTO ANTONIO DO AMPARO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA ANTERO AGUIAR,96,,CENTRO,37262000,(35)38632710,-20.948154073234726,-44.92030620574951,Direcao@hrss.com.br,
RO,110012,JI-PARANA,506745,UPA DE JI PARANA,008 PRONTO ATENDIMENTO,73 PRONTO ATENDIMENTO,003 UPA,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA SENA MADUREIRA,99,,SAO PEDRO,76908529,6934164052,-10.893754244088877,-61.919095516204834,,
RO,110011,JARU,2808609,HOSPITAL MUNICIPAL SANDOVAL DE ARAUJO DANTAS JARU,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA FLORIANOPOLIS,1710,,SETOR 7,76890000,(69)35212678,-10.434046477471465,-62.45781183242798,dir.hmsad@jaru.ro.gov.br,
